Bug ID,Description,Compiled,Crash Occurred
1e911ad71dd4ea72e04a,UBSAN: shift-out-of-bounds in snto32,❌,❌
da4fe66aaadd3c2e2d1c,UBSAN: shift-out-of-bounds in exfat_fill_super,❌,❌
c584225dabdea2f71969,,❌,❌
42d8c7c3d3e594b34346,UBSAN: shift-out-of-bounds in std_validate,❌,❌
ffad4c74b3b3ea3aa9c3,KASAN: use-after-free Read in usb_audio_disconnect,❌,❌
36315852ece4132ec193,,❌,❌
d29e58bb557324e55e5e,,❌,❌
ec3b3128c576e109171d,UBSAN: shift-out-of-bounds in mceusb_dev_recv,❌,❌
bf1a360e305ee719e364,,❌,❌
429d3f82d757c211bff3,KASAN: use-after-free Read in nbd_genl_connect,❌,❌
f4fb0eaafdb51c32a153,,❌,❌
0ca503b4ac135c040caff8529679b8b3bcd6d9e3,,❌,❌
8e28bba73ed1772a6802,,❌,❌
ac9e8e96bcab6f6c516a1108d4facdf2496fb529,,❌,❌
5f91b930a5ab2ada65a5c6090d13f0760618fadc,,❌,❌
f79471b55fd9ce5071945b73d68db0c4aec2f2e0,,❌,❌
f581d34ea17ca03bef401731e62f1860f46573ae,,❌,❌
24ebd650e20bd263ca01,,❌,❌
825f0f9657d4e528046e,,❌,❌
83b6f7cf9922cae5c4d7,,❌,❌
ca9a785f8ac472085994,,❌,❌
f4708c391121cfc58396,,❌,❌
582e66e5edf36a22c7b0,,❌,❌
5be8aebb1b7dfa90ef31,,❌,❌
c5499b672a7daf64fe25e2c2c934f2662aff76cf,,❌,❌
97c5bd9cc81eca63d36e,,❌,❌
5925509f78293baa7331,,❌,❌
2b5c012223e37b7c2a88,,❌,❌
ab4156bedc54c0bf4325fee7de90bf5f48da069c,UBSAN: shift-out-of-bounds in red_adaptative_timer,❌,❌
c43831072e7df506a646,,❌,❌
df7dc146ebdd6435eea3,,❌,❌
2643e825238d7aabb37f,,❌,❌
a1cb65e4d9eadd2d08a545564f84a875eb231162,,❌,❌
aded2f2ab94d81727898,,❌,❌
9bedd6f83d26d46c0abacc34e468aca4e0484c28,,❌,❌
1819b70451246ed8cf57,,❌,❌
8881b478dad0a7971f79,,❌,❌
6fba78f99b9afd4b5634,,❌,❌
92ead4eb8e26a26d465e,,❌,❌
a42d84593d6a89a76f26,KASAN: slab-out-of-bounds Write in record_print_text,❌,❌
7527ae92ab0b6495f037cfa703ac9dee9295c67c,UBSAN: shift-out-of-bounds in red_enqueue,❌,❌
9b64b619f10f19d19a7c,,❌,❌
71683c24fcad4b9a6793e4fdf7df0d2553af5d19,,❌,❌
96523fb438937cd01220,,❌,❌
c4b1e5278d93269fd69c,,❌,❌
5b045614b9921e5b786f320e8c3178c488220fcf,UBSAN: shift-out-of-bounds in cbq_dequeue,❌,❌
077eca30d3cb7c02b273,,❌,❌
ae488dc136a4cc6ba32b,UBSAN: shift-out-of-bounds in intel_pmu_refresh,❌,❌
92e45ae45543f89e8c88,,❌,❌
33ef0b6639a8d2d42b4c,,❌,❌
345b75652b1d24227443,,❌,❌
297d20e437b79283bf6d,,❌,❌
9e04e2df4a32fb661daf,,❌,❌
35afffa0c952e4e386964c073684971b465ea94e,,❌,❌
9d39fa49d4df294aab93,,❌,❌
6700bca07dff187809c4,,❌,❌
04419e3ff19d2970ea28,,❌,❌
96cfd2b22b3213646a93,,❌,❌
49d4cab497c2142ee170,,❌,❌
621fd33c0b53d15ee8de,,❌,❌
d0bd96b4696c1ef67991,KASAN: invalid-free in p9_client_create,❌,❌
d66bfadebca46cf61a2b,,❌,❌
6745e272378d071cac7f,,❌,❌
b57abf7ee60829090495,,❌,❌
625ce3bb7835b63f7f3d,,❌,❌
02d9172bf4c43104cd70,,❌,❌
ba4bcf1563f90386910f,,❌,❌
cbb289816e728f56a4e2c1b854a3163402fe2f88,,❌,❌
89bd486af9427a9fc605,,❌,❌
d9ae84069cff753e94bf,,❌,❌
ae128c80eed736f45011f0afc715f9bf0c80a0eb,,❌,❌
9af99580130003da82b1,,❌,❌
b8639c8dcb5ec4483d4f,,❌,❌
7dd7f2f77a7a01d1dc14,,❌,❌
f59c67285cb61166a0cf,,❌,❌
af90d47a37376844e731,,❌,❌
9f43bb6a66ff96a21931,,❌,❌
aed06913f36eff9b544e,,❌,❌
9d1389df89299fa368dc,,❌,❌
e96a7ba46281824cc46a,,❌,❌
45fa0a195b941764e0f0,,❌,❌
16469b5e8e5a72e9131e,,❌,❌
0f719294463916a3fc0e,,❌,❌
a5e4946b04d6ca8fa5f3,,❌,❌
ad1f53726c3bd11180cb,,❌,❌
b1bb342d1d097516cbda,,❌,❌
5334f62e4d22804e646a,,❌,❌
14e0e4960091ffae7cf7,,❌,❌
481a3ffab50fed41dcc0,,❌,❌
b308f5fd049fbbc6e74f,,❌,❌
d57aaf84dd8a550e6d91,,❌,❌
2287853d392e4b42374a,,❌,❌
29d4ed7f3bdedf2aa2fd,,❌,❌
b38b1ef6edf0c74a8d97,,❌,❌
22794221ab96b0bab53a,,❌,❌
69fbd3e01470f169c8c4,,❌,❌
34ee1b45d88571c2fa8b,,❌,❌
38a3699c7eaf165b97a6,,❌,❌
6448f3c229bc52b82f69,,❌,❌
e5fd3e65515b48c02a30,,❌,❌
bbc3a11c4da63c1b74d6,,❌,❌
6720d64f31c081c2f708,,❌,❌
c37a14770d51a085a520,,❌,❌
a22c6092d003d6fe1122,,❌,❌
6bed2d543cf7e48b822b,,❌,❌
dd0040db0d77d52f98a5,,❌,❌
bbeb1c88016c7db4aa24,,❌,❌
3b7b03a0c28948054fb5,,❌,❌
4a88b2b9dc280f47baf4,,❌,❌
5322482fe520b02aea30,,❌,❌
c7d9ec7a1a7272dd71b3,,❌,❌
96414aa0033c363d8458,,❌,❌
4cd84f527bf4a10fc9c1,,❌,❌
d8489a79b781849b9c46,,❌,❌
72ff2fa98097767b5a27,,❌,❌
0e4699d000d8b874d8dc,,❌,❌
3a430af182785b4c7360,,❌,❌
1456dbc1f353ec4d523630bdfff662681675ab15,,❌,❌
0dfceac3d4e276d5f43994bef92b8231ecd3ba25,,❌,❌
e6416dabb497a650da40,,❌,❌
2990ca6e76c080858a9c,,❌,❌
f297bb2cf9c33ac2648bf5edd6a25ecf0466940f,,❌,❌
b8fe393f999a291a9ea6,,❌,❌
24902249a963936dfe80,,❌,❌
4c8afc85aa32ddb020dc,,❌,❌
6db30c775c0fb130e335,,❌,❌
c96e4dfb32f8987fdeed,,❌,❌
3039ddf6d7b13daf3787,,❌,❌
09b4a3f42f32d58b8982,,❌,❌
736bcbcb11b60d0c0792,,❌,❌
520f8704db2b68091d44,,❌,❌
86e957379663a156cd31,,❌,❌
80cad1e3cb4c41cde6ff,,❌,❌
7d2debdcdb3cb93c1e5e,,❌,❌
de95b37d8a71730291dae5125367c41f66f80287,,❌,❌
b1c61e5f11be5782f192,,❌,❌
bfdd4a2f07be52351350,,❌,❌
d91344d6575d14a43b04ea1d6718266ededf8186,,❌,❌
d35e6e87b80e5a6c58e1efc948feeda006b7adb3,,❌,❌
fb14314433463ad51625,,❌,❌
2405ca3401e943c538b5,,❌,❌
13bef047dbfffa5cd1af,,❌,❌
d403396d4df67ad0bd5f,,❌,❌
9505af1ae303dabdc646,,❌,❌
ee80f840d9bf6893223b,,❌,❌
d29e9263e13ce0b9f4fd,,❌,❌
7bf5a7b0f0a1f9446f4c,,❌,❌
e8c028b62439eac42073,,❌,❌
5d338854440137ea0fef,,❌,❌
1f0cb39636774fcacd954ab0bd24a0ebf086e4e0,,❌,❌
9c6f0f1f8e32223df9a4,,❌,❌
0a0e5f37746013dc7476,,❌,❌
2a99a1bb75e9116ec20c,,❌,❌
313d95e8a7a49263f88d,,❌,❌
6d8505fcdf25f00ac276,,❌,❌
caed28f292ccd32eef950b27d68cf16852303b7f,,❌,❌
d889b59b2bb87d4047a2,,❌,❌
e5db00b3987d59130da5,,❌,❌
c72da7b9ed57cde6fca2,,❌,❌
dcc34d54d68ef7d2d53d,,❌,❌
62c155c276e580cfb606,,❌,❌
9bc8c4f42b3e1d0274fe,,❌,❌
b055b1a6b2b958707a21,,❌,❌
6956235342b7317ec564,,❌,❌
cac0c4e204952cf449b1,,❌,❌
adb15cf8c2798e4e0db4,,❌,❌
1cba26af4a37d30e8040,,❌,❌
29ee8f76017ce6cf03da,,❌,❌
9af6d43c1beabec8fd05,,❌,❌
37ba33391ad5f3935bbd,,❌,❌
522643ab5729b0421998,,❌,❌
7d42d68643a35f71ac8a,,❌,❌
af5f951ddaa29e341490de756afb056e1c52307c,,❌,❌
0dc4444774d419e916c8,,❌,❌
95c5fc174e0c18651c02474215faa6f955141db9,,❌,❌
59997e8d5cbdc486e6f6,,❌,❌
709b7a64d57978247e44,,❌,❌
389b56ff60e5a29548b601e5852f79dc916c710f,,❌,❌
27ae1ae5c54e09f8c86dd9428df048e7886be6dc,,❌,❌
e1fe9f44fb8ecf4fb5dd,,❌,❌
08e208f050294509ab8e18439a8809bc54d91957,,❌,❌
8a3140afa87af908de127c524f9b31a364ec633b,,❌,❌
6491ea8f6dddbf04930e,,❌,❌
7b6206fb525c1f5ec3f8,,❌,❌
a85062dec5d65617cc1c,,❌,❌
c1a1fb435465986efe35,,❌,❌
c400f7b04cadb5df6ea7,,❌,❌
b96275fd6ad891076ced,,❌,❌
b5ec6fd05ab552a78532,,❌,❌
0d37f4d2070ce20b19a7,,❌,❌
b554d01b6c7870b17da2,,❌,❌
33fc3ad6fa11675e1a7e,,❌,❌
24d0577de55b8b8f6975,,❌,❌
8b5f151de2f35100bbc5,,❌,❌
53cdd0ec0bbabd53370a,,❌,❌
827ced406c9a1d9570ed,,❌,❌
4c3cc6dbe7259dbf9054,,❌,❌
29125d208b3dae9a7019,,❌,❌
190d63957b22ef673ea5,,❌,❌
b53aed2f936728226c331a4dc0b4f89d742fda9c,,❌,❌
877961ff30586d0889a6275302d0b487d1003010,,❌,❌
2f07903a5b05e7f36410,,❌,❌
7be8b464a3a27e6dc5c73d3ffe3b56dc0cf51e52,,❌,❌
788d546d9c28a63d40069ab8adeff309941945dd,,❌,❌
2b2ef983f973e5c40943,,❌,❌
5af9a90dad568aa9f611,,❌,❌
017e491ae13c0068598a,,❌,❌
4fa11e2f5ab9a65a32c8366d39d0915b433b48af,,❌,❌
09ef48aa58261464b621,,❌,❌
e64a13c5369a194d67df,,❌,❌
df0d0f5895ef1f41a65b,,❌,❌
373ce58a5e9ddec1b8ee55d9f7353db5b565cdc3,,❌,❌
24e7fdb26d37ba956d9b7bec2663bfbbdda0930d,,❌,❌
35d4dea36c387813ed31,,❌,❌
fabca5cbf5e54f3fe2de,,❌,❌
8ccfc03b082d0ab9b84b,,❌,❌
0dc78f032d6dc7c10ecb7d0a59267d3cf801a70e,,❌,❌
0468b73bdbb243217224,,❌,❌
59b7daa4315e07a994f1,,❌,❌
bea68382bae9490e7dd6,,❌,❌
4a39a025912b265cacef,,❌,❌
9328206518f08318a5fd,,❌,❌
f68108fed972453a0ad4,,❌,❌
622d4ecb979f45c6a775,,❌,❌
db4869ba599c0de9b13e,,❌,❌
e3f4897236c4eeb8af4f,,❌,❌
1c9db6a163a4000d0765,,❌,❌
eb853b51b10f1befa0b7,,❌,❌
7d027845265d531ba506,,❌,❌
f153bde47a62e0b05f83,,❌,❌
838eb0878ffd51f27c41,,❌,❌
ff1d447ba67b1658d840dac26f4e157357c2c7a1,,❌,❌
f9840f7dcd20e3e742300738a12832c193f72ec4,,❌,❌
4476917c053f60112c99,,❌,❌
19340dff067c2d3835c0,,❌,❌
d2a8670576fa63d18623,,❌,❌
495dab1f175edc9c2f13,,❌,❌
6986db27638d5c1b5d0378c23a70c380e78c68e2,,❌,❌
ff59dc711f2cff879a05,,❌,❌
c7aabc9fe93e7f3637ba,,❌,❌
4d5170758f3762109542,,❌,❌
3254bc44113ae1e331ee,,❌,❌
a0d209a4676664613e76,,❌,❌
495688b736534bb6c6ad,,❌,❌
dbe02e13bcce52bcf182,,❌,❌
9cb7edb2906ea1e83006,,❌,❌
0b5da7af1edc95677e6a4eb483c0eefcd4db4c55,,❌,❌
07ca5bce8530070a5650,,❌,❌
ca172a0ac477ac90f045,,❌,❌
92f220fdbf0eba8781c46e65879a6e0dccb98517,,❌,❌
e29b17e5042bbc56fae9,,❌,❌
7c72edfb407b2bd866ce,,❌,❌
c3c1820847d4446bca796c13af7332da1ee757ef,,❌,❌
a4021767a07707560707b1a1bd47e35d233812c1,,❌,❌
a272e436768cb0c635e66632f64fb10acbbc2111,,❌,❌
0bd67ad376a3f4a8606e,,❌,❌
0cd01c9e0f5cd37a357e,,❌,❌
78b902c73c69102cb767,,❌,❌
cfe6d93e0abab9a0de05,,❌,❌
ceded3495a1d59f2d244,,❌,❌
0442e6e2f7e1e33b1037,,❌,❌
600b03e0cf1b73bb23c4,,❌,❌
d90468452f685a0b28eb,,❌,❌
cd4b9b3648c78dbd7fca,,❌,❌
cef9473c7fa0fe8ab95e,,❌,❌
a7db9083ed4017ba4423,,❌,❌
999bca54de2ee169c021,,❌,❌
e736399a2c4054612307,,❌,❌
a88c8270030dc5d71e4f,,❌,❌
e8c1d30881266e47eb33,,❌,❌
4e12d2d56f8ccc65c180,,❌,❌
6fe95b826644f7f12b0b,,❌,❌
0620f79a1978b1133fd7,,❌,❌
403741a091bf41d4ae79,,❌,❌
cd24df4d075c319ebfc5,,❌,❌
d850c266e3df14da1d31,,❌,❌
cb035c75c03dbe34b796,,❌,❌
b9be979c55f2bea8ed30,,❌,❌
0243cb250a51eeefb8cc,,❌,❌
745b0dff8028f9488eba,,❌,❌
2d4fc2a0c45ad8da7e99,,❌,❌
f4509a9138a1472e7e80,,❌,❌
79d18aac4bf1770dd050,,❌,❌
98156c174c5a2cad9f8f,,❌,❌
eaaaf38a95427be88f4b,,❌,❌
8a8f48672560c8ca59dd,,❌,❌
70d05c46d18c01bba7dcd332cf71100c66d1ae76,,❌,❌
aac8d0d7205f112045d2,,❌,❌
5a6c4ec678a0c6ee84ba,,❌,❌
5bbe234204453085d43e,,❌,❌
4207b2e0c72d65cc775d,,❌,❌
78e71c5bab4f76a6a719,,❌,❌
35101610ff3e83119b1b,,❌,❌
20dee719a2e090427b5f,,❌,❌
6b40f58c6d280fa23b40,,❌,❌
30cf45ebfe0b0c4847a1,,❌,❌
45a53506b65321c1fe91,,❌,❌
1b2449b7b5dc240d107a,,❌,❌
107429d62fb1d293602f,,❌,❌
6eaef7158b19e3fec3a0,,❌,❌
62a1e04fd3ec2abf099e,,❌,❌
9399c158fcc09b21d0d2,,❌,❌
701728447042217b67c1,,❌,❌
a24c397a29ad22d86c98,,❌,❌
8750abbc3a46ef47d509,,❌,❌
0c90fc937c84f97d0aa6,,❌,❌
26ec41e9f788b3eba396,,❌,❌
9c29834344e86d08900a6baa9078872f1ba12850,,❌,❌
66010012fd4c531a1a96,,❌,❌
a4387f5b6b799f6becbf,,❌,❌
b68605d7fadd21510de1,,❌,❌
219f00fb49874dcaea17,,❌,❌
9343b7623bc03dc680c1,,❌,❌
784281a934c3f71eb71a,,❌,❌
21ad49ad4c11cbfba8d7,,❌,❌
12f17c177de05efea72d,,❌,❌
35f04d136fc975a70da4,,❌,❌
7b571739e71a77303e665c793d1f773ce3823226,,❌,❌
457d3e2ffbcf31aee5c0,,❌,❌
5255458d5e0a2b10bbb9,,❌,❌
e863893591cc7a622e40,,❌,❌
58813d77154713f4de15,,❌,❌
f648cfb7e0b52bf7ae32,,❌,❌
cbb52e396df3e565ab02,,❌,❌
4180ff9ca6810b06c1e9,,❌,❌
f584efa0ac7213c226b7,,❌,❌
b562969adb2e04af3442,,❌,❌
7ebfc4ee2d0f9371ee958d49c83e69ca2c95ae1e,,❌,❌
48df349490c36f9f54ab,,❌,❌
d65f673b847a1a96cdba,,❌,❌
b75b85111c10b8d680f1,,❌,❌
d4503ae45b65c5bc1194,,❌,❌
e73f2fb5ed5a5df36d33,,❌,❌
b437b5a429d680cf2217,,❌,❌
f3ce716af730c8f96637,,❌,❌
17335689e239ce135d8b,,❌,❌
04babcefcd396fabec37,,❌,❌
fdc00003f4efff43bc5b,,❌,❌
0dbf864d3b52555e8265,,❌,❌
09d51a30df9fe76edb2a,,❌,❌
9d971dd21eb26567036b,,❌,❌
a9ac39bf55329e206219,,❌,❌
0bf2e01269f1274b4b03,,❌,❌
9d7405c7faa390e60b4e,,❌,❌
b0d2dcd072cb7b96ea82f65109a94be4f7e3697e,,❌,❌
4157b036c5f4713b1f2f,,❌,❌
58e480e7b28f2d890bfd,,❌,❌
028366e52c9ace67deb3,,❌,❌
7e80ecfea1e14e6470f0bc4dcc03d14aaa95b9a3,,❌,❌
4162cee5e7550a319c55313eb2b98268bdfb8a8f,,❌,❌
36a79ce1a740193ea675aba0a0703dd427e4c855,,❌,❌
981c26489b2d1c6316ba,,❌,❌
7d20bc3f1ddddc0f9079,,❌,❌
5ce1a620488e94bf2f15,,❌,❌
43358359519ad16cf05e,,❌,❌
6c4e6ecbf9a2797be67c,,❌,❌
db1c219466daac1083df,,❌,❌
25554ab865a12b51c66f,,❌,❌
5e5e969e525129229052,,❌,❌
8993c0fa96d57c399735,,❌,❌
3aa9784721dfb90e984d,,❌,❌
10a9db47c3a0e13eb31c,,❌,❌
53d5b2df0d9744411e2e,,❌,❌
eae585ba2cc2752d3704,,❌,❌
f87f60bb6f13f39b54e3,,❌,❌
35e87b87c00f386b041f,,❌,❌
be93025dd45dccd8923c,,❌,❌
ccf0a61ed12f2a7313ee,,❌,❌
e4d42eb35f6a27b0a628,,❌,❌
cb1fb754b771caca0a88,,❌,❌
36cf9e58446a643bfa14,,❌,❌
61e4b490d9d2da591b50,,❌,❌
5da0d0a72a9e7d791748,,❌,❌
d4252148d198410b864f,,❌,❌
37b8770e6d5a8220a039,,❌,❌
467050c1ce275af2a5b8,,❌,❌
d5455bac3ba1ee9114e5,,❌,❌
5f31b30406d84a86d4b7a42c103f6eda07eed137,,❌,❌
a95b989b2dde8e806af8,,❌,❌
bccc1fe10b70fadc78d0,,❌,❌
acffccec848dc13fe459,,❌,❌
e62f8ba2b2af8dbd6729,,❌,❌
e6ad5d985805141ed3d70fc129748bc234ff99f8,,❌,❌
5aae242735eec57420f5951e33cc9a36b1597cbc,,❌,❌
f84aa7209ccec829536f,,❌,❌
8967084bcac563795dc6,,❌,❌
fe62a0c9aa6a85c6de16,,❌,❌
ea6a3225be87d7228976b8088945fb6da3c92fc4,,❌,❌
6d38d558c25b53b8f4ed,,❌,❌
87c3c541582e56943277,,❌,❌
9824322d106666c1f8ebeb8fa329b91dea75b390,,❌,❌
f4c90f2f3df2ef1ab580a3ff70eb4bf2a47aee29,,❌,❌
65c6b72f284a39d416b4,,❌,❌
264bca3a6e8d645550d3,,❌,❌
39749ed7d9ef6dfb23f6,,❌,❌
7ad82526b98c64c90062275162dacfa48c20dbd3,,❌,❌
5702a7e6d4a13b3accd5,,❌,❌
481c3fd1f7ca0f755234a22b7673b7318e82d5b0,,❌,❌
ec52e0612fe45b6efa839df8d0d2d20427cb7dd5,,❌,❌
e29a906a2add60922b26408a877262e67c2af944,,❌,❌
a7429c9ff268823af453,,❌,❌
65a97319fd875ea52b73,,❌,❌
df1a417b3485bed2c190,,❌,❌
5855b4355079756bf451,,❌,❌
b1b8812f7c2ce78da0e5,,❌,❌
7b9ed9872dab8c32305d,,❌,❌
b680e42077a0d7c9a0c4,,❌,❌
709412e651e55ed96498,,❌,❌
0540b60313a5559f649e9940e45c9a320c885806,,❌,❌
60c837b428dc84e83a93,,❌,❌
b890b3335a4d8c608963,,❌,❌
e4be30826c1b7777d69a9e3e20bc7b708ee8f82c,,❌,❌
e2efc2d134365d870c4d67a8351e1f7e88f0805b,,❌,❌
efae31b384d5badbd620,,❌,❌
cf7393b4bd452eebfbd5ce0a7de3f4db51c46aed,,❌,❌
c8504affd4fdd0c1b626,,❌,❌
7d6d31d3bc702f566ce3,,❌,❌
fce8f2462c403d02af98,,❌,❌
b51e04192b80d2a4cc9580111ecdc9e8ecf95be7,,❌,❌
1fafa9c4cf42df33f716,,❌,❌
709f2810a6a05f11d4d3,,❌,❌
8e77c5ea6919a662c17f92b830530fdf0f8309a8,,❌,❌
8b84383d8849f332cac01bd2ae810861001db886,,❌,❌
84a6b6d052a9d8c9277e353dcaf7ec156d8e6ae5,,❌,❌
d2d729bdde65dee3eae6,,❌,❌
ae590932da6e45d6564d,,❌,❌
74f4baf145987a4f8f09f031a771a345dbbec229,,❌,❌
e5190cb881d8660fb1a3,,❌,❌
3d0b2441dbb71751615e,,❌,❌
31025a5f3f7650081204,,❌,❌
6363a526e7fb768fb443c8d7615e16f75c2fee1d,,❌,❌
0a725420475916460f12,,❌,❌
08ab33be0178b76851c8,,❌,❌
567faa843005dda30737,,❌,❌
486f97f892efeb2075a3,,❌,❌
45cf4865bc441624c0bea42d8e9dbdc2a8a0fa14,,❌,❌
979217770b09ebf5c407,,❌,❌
380acd1f7d59c28809f18bb577d645aab34d23b0,,❌,❌
db8b846f704a6c3c9bcc,,❌,❌
3417712847e7219a60ee,,❌,❌
34fba5a5fe00634c93a1ec1f99d4c1c37c75f8df,,❌,❌
d82643ba80bf6937cd44,,❌,❌
26b6cfa3b92fa8cf9ae095c108a988e73dbafab8,,❌,❌
129e6b9bc9049c878fd3fad2a6745b8d18aa636e,,❌,❌
4c20b3866171ce8441d2,,❌,❌
c6f45f6af72a45097be2,,❌,❌
81e96e46e82c604ee484b6997da1ec4123aa0814,,❌,❌
040b31ac96753fd7eb46,,❌,❌
61b1603d893140df6c90c1506cc1c468789efdc4,,❌,❌
55a499bb9fcef61ae7100e29ef7470efc8059e65,,❌,❌
45251caf911e74c2d20cbd4b39091fdead9d54fd,,❌,❌
16363c99d4134717c05b,,❌,❌
3c53ee4bc8a0ed82728c43ff5ffa55fcda552d27,,❌,❌
c9f6f4fc0e9a5988e1b81d625586bb61d08e7bbf,,❌,❌
730517f1d3fbe54a17c7,,❌,❌
e40c6905fd63057859a40e71e6e857174c5b11a5,,❌,❌
5022a34ca5a3d49b84223653fab632dfb7b4cf37,,❌,❌
cd494c1dd681d4d93ebb,,❌,❌
7afeeb8e62e4716de370,,❌,❌
a8f5641f452c7e6abf03,,❌,❌
551ff4604e832588433e,,❌,❌
71d74a5406d02057d559,,❌,❌
56029fd3642567f395f0,,❌,❌
aa245f26d42b8305d157,,❌,❌
0772e98595fe0f52922442891200128209063912,,❌,❌
dadcc936587643d7f568,,❌,❌
d64b64afc55660106556,,❌,❌
e2451634d3dfc86b73a854b3b5908a2c61c02ea9,,❌,❌
fbeeb5c3b538e8545644,,❌,❌
d31533b18fc5a7e0cc95941b49a0bf94a7c3c77e,,❌,❌
a4e4112c3aff00c8cfd8,,❌,❌
bf967d2c5ba62946c61152534c8b84823d848f05,,❌,❌
8e62ff4e07aa2ce87826,,❌,❌
0cf1f1aa154f56ff2e8d,,❌,❌
6a35cd2d9559c909d570,,❌,❌
7a1cff37dbbef9e7ba4c,,❌,❌
6dc95bddc6976b800b0b,,❌,❌
20eb18b1ffc36152b5608d41ab3bf6bd18c23aa7,,❌,❌
148f2573ec86c854cdac7339c41b98e31a94150a,,❌,❌
e1a1577ca8bcb47b769a,,❌,❌
1d8c43206853b369d00c,,❌,❌
8393c021d960cd9b36203efd312343a26d011997,,❌,❌
92fa328176eb07e4ac1a,,❌,❌
4090700a4f13fccaf648,,❌,❌
ed43b6903ab968b16f54,,❌,❌
dcfd344365a56fbebd0f,,❌,❌
63fac1a987fb08f242a98a35578b3eb14c7a9a93,,❌,❌
d65446dfccfeeedc946b8511903687fe9f2d327a,,❌,❌
347bd5acde002e353a36,,❌,❌
677213f43db415c6da8fdfc1130b13cf16a581a6,,❌,❌
52da8b3e29345da11271b7e521554d695ea3ac4d,,❌,❌
9df43faf09bd400f2993,,❌,❌
9ff117082222e5ec493fca16a22c0f0611b715cf,,❌,❌
10005f4292fc9cc89de7,,❌,❌
a2a3c4909716e271487e,,❌,❌
e4c5c3772d0daa75a9884c3522132c626443487e,,❌,❌
1ab0ab6049e3e38c56d313bd2982bbf6b007ad6c,,❌,❌
5cb189720978275e4c75,,❌,❌
eb8be6216b6b712efe5df541be1ad63a51f70008,,❌,❌
f2a32269c7d88a3653ef36f3d516f19ece83fdb5,,❌,❌
aae58876fb5a1fad0a4b,,❌,❌
f62f0e8fec2f608fcdf31644e40f2b5ac4a362fe,,❌,❌
df9412138a14678abd73a2b70a57241f63563ed1,,❌,❌
015afdb01dbf2abb6a6bfdd5430b72e5503fca6d,,❌,❌
80f661b525da04e7baaef60ee883f18be36f3942,,❌,❌
0665d43fa62276c7a5e3372929aa0bab96260979,,❌,❌
c5b4138ce94ed34698659e1f70566b4ecaac6120,,❌,❌
d9b83ca6cd9450add704,,❌,❌
779c85f1b6798c06885b,,❌,❌
c028095236fcb6f4348811565b75084c754dc729,,❌,❌
9461c9b9d340854a404b46c42cbfc91ded1232d8,,❌,❌
f14b3703cd8d7670203f,,❌,❌
799dafde0286795858ac,,❌,❌
9723f2d288e49b492cf0,,❌,❌
f0ddeb2b032a8e1d9098,,❌,❌
e3eeae78ea88b8d6d858,,❌,❌
eefa384efad8d7997f20,,❌,❌
68bf59b49142965d6454163d7341e617a90139dc,,❌,❌
8865eaff7f9acd593945,,❌,❌
9da69ebac7dddd804552,,❌,❌
b19026412c772c86fca485fc8342e3490da9c269,,❌,❌
37eefadff13665da133828ad3344b1d2b20d7837,,❌,❌
e631b5eb810eae08510d,,❌,❌
03bee3680a37466775e7,,❌,❌
6c15e9744f75f2364773,,❌,❌
a2215ab5e92b3bb1c95f,,❌,❌
904e7cd6c5c741609228,,❌,❌
22b2e8ffdc35d97b5942,,❌,❌
23dc48712d6941968d1f,,❌,❌
439922184004028117f4,,❌,❌
afbe81311aa0da046f1e62a665eccddac254f803,,❌,❌
29cf0a34886ca39d13fc0451b174140973b5bed3,,❌,❌
37db7b2a61b64a9abb81,,❌,❌
7bf52949a1cf3a36b620,,❌,❌
998c483ca801a50e3ce5b63a845216588ada5e2a,,❌,❌
d841d0560a2b94da20b7330b7941bb5f52daebcb,,❌,❌
3cbaad7926415bb8cfce88469e5f66a2bbd0d0cd,,❌,❌
6f724d52da8e3ff8872545bd8444f50f0d174c5f,,❌,❌
6fbc13c3b1ed2105e7a2e516be43d6a0624a59c0,,❌,❌
b0f0a3d34f0e9d551e1c0ab1fd911aaaa18bdcb9,,❌,❌
c0733f3aab92fc116dc1d10d8a25f5bf1f739eff,,❌,❌
e99ffcb23d080ae2c4790dfc229d32ce283f826f,,❌,❌
a9d6dccad76c3e1f6cad1031d8f2292c4f4f0e1a,,❌,❌
dbf0bb71d5568dfcd9d9cfddad8414c0d4f294c3,,❌,❌
19b21aa652248382e2b8cbb81fa1cdc03b4bda01,,❌,❌
76b1f877893d053ac5d62d6ccaad2d6c0d28f161,,❌,❌
69d1ca5c41a00ba0c31270c73743de3210924081,,❌,❌
ddb673727990990c6ded3e7cc220e39abfc244ab,,❌,❌
a0baab60775fd411b40856d541de27944cf3f230,,❌,❌
88def480f8ec3781fb39b776b256fbb75b9e97d4,,❌,❌
e8e9f953439d95ec3eb8012da8676fb0e28d8764,,❌,❌
